prompt,title,essay,score,c1,c2,c3,c4,c5
72,,"['Nas sociedades contemporâneas a difusão da internet permitiu maior acessibilidade à informação e dinamizou uma forma mais instantânea de comunicação e influência. E nessa perspectiva globalizada, plataformas de vídeos e redes sociais passaram a configurar a realidade atual, seja por intermédio de youtubers com suas temáticas e opiniões, seja por outros influenciadores digitais nas diversas opções midiáticas onlines (Twitter, Instagram, Facebook e etc.). Dessa forma, é notório observar o impacto desses repertórios influenciáveis na vida comum das pessoas, porque muitos buscam formas de emagrecer, vestir-se ou procuram por respostas às suas dúvidas pessoais, por exemplo. Então, qualquer informação ou atitude deve ser repassada de forma saudável, clara e verdadeira, pois pode ajudar aquém precisa, mas também pode prejudicar se forem repassadas erroneamente.', 'O Facebook, criado por Mark Zuckerberg, é uma das principais redes sociais de divulgação de notícias de diversos sites. Não obstante, tais conteúdos nem sempre apresentam veracidade e põe em pauta na atualidade o desafio de se combater as chamadas “ake ews”. Nesse contexto, é preciso enfrentar o fenômeno da propagação de notícias falsas, pois, do contrário, decisões desprovidas de senso crítico irão compor o cenário das eleições presidenciais.', 'Em primeira instância, cabe pontuar que a viralização de informações equivocadas nos meios de comunicação “aprisiona” o indivíduo tal qual a caverna citada pelo filósofo Platão. Aplicando essa didática platônica, isto é, o mito da caverna ao fenômeno das “ake ews”, entende-se que essa metáfora transforma a mídia na caverna pós-moderna, retratando a cegueira intelectual que assola cada vez mais o país. Exemplo disso foi a difusão de uma notícia enganosa e apocalíptica acerca de um suposto planeta, Nibiru, que iria se chocar com a Terra, o qual muitas pessoas acreditaram porque se limitaram a essa informação. Dessa forma, a propagação de conteúdos errôneos corrobora para uma geração de pessoas com visões restritas e preconceituosas .', 'Ademais, vale frisar que a disseminação desses conteúdos equivocados pode ser usado como uma tática para favorecer determinadas ideologias ou mesmo pessoas que visam aos cargos políticos. Isso foi notório durante as eleições do atual presidente dos Estados Unidos, Donald Trump, nas quais se difundiu diversas notícias enaltecedoras do líder, seduzindo os eleitores nas duas decisões, segundo o site de notícia El país. Sendo assim, as notícias midiáticas, se não reguladas podem impactar nas decisões dos eleitores, sobrepondo o pensamento críticos desses.', 'Destarte, urge a necessidade de meios para atenuar a problemática da propagação de conteúdos falsos. É imprescindível, portanto, que órgãos do governo crie projetos de lei no que tange a criminalização de notícias falsas e que haja punição aos propagadores dessas notícias a fim de que as pessoas não tenham mais acesso a elas. Além disso, setores da educação- escolas e universidades- principais meios de instrução, devem instigar os jovens a buscar informações em diferentes fontes de notícias, por meio de indicação de sites confiáveis e diversos, com o fito de fazê-los manter posicionamento crítico e, assim, atuarem melhor nas decisões políticas. Desse modo, a caverna pós-moderna dará lugar a um mundo mais amplo e realista, favorável a democracia.']",920,160,200,160,200,200
45,Pagando pelos atos,"['Indubitavelmente, a automedicação é uma realidade presente e praticamente inevitável em populações de vários países. Nesse panorama, essa prática não pode ser banida. Entretanto, o uso indiscriminado de medicamentos pode gerar problemas graves. Assim, o Brasil deve agir não no sentido \xa0acabar com a automedicação, mas de minimizá-la no contexto atual, restringindo essa prática a alguns casos comuns.', 'No livro ""A revolução dos bichos"", de George Orwell, conhecemos o porco Napoleão. Ele chegou ao poder por meio de várias trapaças e manipulações no decorrer da trama. Sendo quem governa, e, portanto, a atoridade dentro da granja, faz o que bem entende, sem se preocupar com os demais bichos. Isso, em muito, se assemelha com nossa política e atual hierarquia social. As autoridades, por serem as princípais privilegiádas, pouco fazem para reverter tal realidade, que é ocasionada pela compra de direitos e da naturalização das situações de abuso.', 'Primeiramente, se faz inegável a realidade que o Brasil vive, onde,\xa0se você tem capital suficiente, as leis não se aplicam a você . Existem poucos crimes que não podem ser ressarcidos por dinheiro, a pessoa que detém esse meio paga por seus erros, mas não reflete sobre eles e, muito menos, sofre as concequências deles. Um exemplo disso foi o caso do desembargador Eduardo Almeida Prado, que, mesmo desrespeitando um decreto municipal (que servia para proteger toda a população), destratando um guarda cívil, rasgando uma multa e sendo exposto na internet, foi apenas afastado de seu cargo temporariamente. Na nossa realidade, quando se tem dinheiro e poder, o seu direito não vai até onde o do outro começa, ele vai até onde o seu dinheiro acaba .', 'Segundamente, já se tornou tão comum o abuso de autoridade, que, muitas vezes, a própria população aceita, e pior, justifica. Essas pessoas seguem o preceito político de Maquiavel ""os fins justificam os meios"". São muitos os casos onde, além dos culpados serem isentos de sua culpa, suas ações são naturalizadas e almejadas. Parafraseando Paulo Freire em sua obra ""A educação libertadora"", pode-se concluir que o sonho do oprimido é se tornar o opressor. Tal preceito se faz, extremamente, real, pois, no Brasil, o sonho (de boa parte) da população é chegar um patamar onde possam se igualar aos seus opressores. Vale constar que, não são os abusadores a meta dessa população, mas sim, a situação na qual eles se encontram.', 'Dito isso, concluísse que o abuso de autoridade no Brasil é um problema recorrente que traz diversas concequências nocívas para nossa sociedade. Portanto, cabe ao Poder Legislátivo\xa0 a criação de uma emena que vete a absolção por meio de fiança em casos, comprovados, de abuso de autoridade, ou, de tentativas de suborno. Somente assim, pessoas como Napoleão não mais se sentirão no direito de abusar de suas respectivas autoridades, e, pagarão de forma devida por seus atos.']",720,120,160,120,160,160
56,,"['Doenças Sexualmente Transmissíveis ou DSTs, são maiormente transmitidas pelo ato sexual, independente da faixa etária, classe social ou sexo. Mas, o alarmante aumento de 50% dos casos de entre os jovens brasileiros, segundo o G1, nos faz refletir a despreocupação com relação a prevenção entre eles. Hoje, é visível a escassez de campanhas midiáticas governamentais que resulta na falta de conhecimento sobre a agressividade do vírus no corpo humano.', 'Superlotação, péssimas condições de higiene, homicídios, falta de água, de acesso à assistência judiciária, à educação, à saúde e ao trabalho são algumas das consequências que retratam a atual situação carcerária do Brasil, hoje o país com o terceiro maior número de pessoas encarceradas no mundo . Diante desse quadro, torna-se clara a negligência do Estado e a indiferença da sociedade no que tange à necessidade de assegurar ao preso uma vida digna.', 'Em primeiro plano, cabe ressaltar o descuido do Estado como um dos principais motivadores da situação precária dos presídios do país. Tal fato se reflete na falta de investimentos na gestão administrativa e na falta de infraestrutura adequada para albergar todos os detentos. De acordo com o G1 - portal de notícias da Globo - as prisões estão quase 70% acima da capacidade. Logo, é substancial a alteração desse cenário que traz efeitos negativos como, por exemplo, a violência e o crime organizado.', 'Atrelada à negligência do Estado, a indiferença da sociedade também é responsável pela crise no sistema prisional. Isto,\xa0 porque a falta de conscientização do grave problema penitenciário gera desconfiança e preconceito com a população carcerária. Portanto, quando o sujeito sai da prisão, mesmo cumprido a pena, ele muitas vezes não é aceito pela comunidade e muito menos pelo mercado de trabalho. De modo que, dificulta a ressocialização dos reclusos e aumenta os índices de reincidência.', 'Infere-se, portanto, que ainda há entraves para garantir a solidificação de políticas que visem construção de um mundo melhor. Dessa maneira, urge que o Estado dê maior observância para a efetiva aplicação da Lei de Execucão Penal que trata das garantias assistenciais do preso, isto por meio de fiscalizações nas unidades prisionais. Além disso, também é necessário um maior investimento na ressocialização do presidiário, principalmente no egresso, mediante programas educacionais, esportivos e de lazer. A partir dessas ações,\xa0 espera-se promover uma melhora nas condições de vida desse grupo e reverter a atual situação carcerária do Brasil.']",680,120,160,120,160,120
63,"Impactos ambientais, como lidar?","['No cenário tenso da longa Idade Média, a sociedade Medieval tradicional considerava a juventude como um período em que os adolescentes eram vistos como seres já adultos, trabalhavam nos mesmos lugares e eram expostos a doenças até então incomuns, costumavam usar as mesmas vestimentas e eram expostos a recursos inapropriados. Com a ausência de escolas e de Educação de qualidade\xa0 e retratados a extrema penúria, os jovens se desenvolviam na marginalidade e inseridos na criminalidade. Devido a isso, é imprescindível debater este assunto na contemporaneidade rasileira, na qual os índices da violência nessa faixa etária são gritantes.', 'Espécies extintas. Rios poluídos. Plantas afetadas. Impactos socioeconômicos e políticos. Infelizmente, é nesse contexto em que parte da população sobrevive com a ausência dos devidos cuidados com o meio ambiente e com manutenções rigorosas em barragens de rejeitos e de água. Para lidar com esses problemas, é necessário uma revisão cuidadosa em barragens de minérios, elevando os investimentos e as punições para crimes ambientais, como os ocorridos em Mariana e Brumadinho. Pois, é de extrema importância debater esse assunto na contemporaneidade brasileira.', 'Então, nota-se que atualmente no Brasil é visível que os cuidados com o meio ambiente são tratados com negligência, a resolução Conama Nº 001 de 1986, enfatiza que impacto ambiental é qualquer modificação física, química e biológica no meio ambiente pela atividade humana. Assim, em 2015 rompeu-se uma barragem e rejeitos da Mineradora Samarco em Mariana, Minas Gerais, que afetou as cidades de Bento Rodrigues e Paracatu, e que foi considerada até então o maior crime ambiental do país. O crime despejou 62 milhões de metros cúbicos de lama que afetou rios e o mar, a Fauna e a Flora e o abastecimento de água na região. Agora, se os Ministérios público e ambiental incluíssem políticas públicas objetivas de prevenção e manutenção, esse crime teria sido evitado.', 'Assim, a onstituição de 88 prevê punições aos culpados por impactos ambientais, mas no começo de 2019 outra barragem de rejeitos foi rompida, agora pela Vale, que usava o tipo de barragem A montante como na de Mariana, na qual a própria lama é a base da barragem e causando transbordamento . Os danos são irreparáveis, como os do crime de Mariana, de morte de pessoa aos impactos ambientais, os ambientalistas ainda não sabem os reais danos ao meio ambiente, mas a lama afetou o reino animal, Plantae e o reino Aquático,\xa0 clima foi afetado nos dois crimes, os rios que deságuam no Rio São Francisco estão sujos de lama, afetando centenas de pessoas que precisam da água, pois, segundo o filósofo Confúcio: ""Tudo é feito de água"".', 'Em suma, a prevenção e combate aos impactos ambientais devem ser discutidos e revistos no Brasil. Com a liderança do Ministério do eio mbiente , em conjunto com os Ministérios úblico e da efesa, devem dialogar e debater a criação de políticas públicas de investimentos e fiscalizações objetivas nas mineradoras, e criar uma lei que baniria todas as barragens do tipo a montante , e que agora, \xa0as mineradoras não colocariam os rejeitos em barragens, mas sim para uma estação de tratamento que reutilizaria a lama para outros fins, como construções de casas porque a lama dura funciona como um concreto, e as políticas públicas, seria a fiscalização objetiva e rigorosa semanais em mineradoras , para que outros crimes jamais serem repetidos.']",720,120,160,120,160,160
56,,"['A sociedade contemporânea vem enfrentando alguns desafios que se referem muitas vezes a um estilo de vida adotado pela própria população, a epidemia da obesidade é um desses desafios .', 'A música ""Diário de Um Detento"", conhecida no gênero do Rap, busca testemunhar as condições dentro de um dos mais violentos presídios brasileiros. Apesar de ser relativamente antiga, essa obra retrata bem o atual sistema carcerário do país e, hodiernamente, ela serve como apenas mais um relato alarmante da situação das prisões brasileiras. Infelizmente, é fato, portanto, que os presídios do Brasil, em sua maioria, se mostram patologicamente desumanos por motivos estruturais e sociais, além de não cumprirem sua função de reinserção social do preso.', 'Primeiramente, vale ressaltar uma das causas para o problema abordado: a superlotação. Dados de ONGs\xa0\xa0internacionais e instituições oficiais brasileiras, coletados ao longo dos anos, revelam que os presídios do Brasil são capacitados para abranger menos de 50% da atual população de presos. Esse fato é a principal causa de consequências péssimas, como a proliferação de doenças, a dificuldade de vigilância, a potencialização da violência e o estresse, os quais são problemas que afetam não só os presidiários, mas também os guardas prisionais.', 'Em segundo lugar, é preciso ter em mente que a mentalidade predominante na sociedade é outra causa para a questão discutida. Essa relação é retratada na obra ""Laranja Mecânica"", a qual mostra um meio social em que os presos devem se submeter a um sistema de repressão, e os cidadãos aprendem a cultuar o ódio, além de apoiarem esse sistema. De maneira análoga, grande parte da população brasileira possui uma alarmante apatia em relação aos presidiários, e acredita que as prisões são instrumentos de punição para criminosos.', 'É óbvia, portanto, a necessidade de intervenção na situação atual dos sistemas carcerários do país. Levando em consideração que a música ""Diário de Um Detento"" frequentemente menciona tentativas de fuga e brigas letais, o primeiro passo a ser dado é diminuir o desconforto e o estresse das prisões por meio da realização de eventos lúdicos periódicos, como shows e competições esportivas, a partir da iniciativa de ONGs e dos governos responsáveis por cada presídio. A longo prazo, verbas maiores precisam ser enviadas para a expansão e melhoria da infraestrutura do sistema carcerário, de modo a sanar a questão da superlotação. Ademais, é fundamental a realização de palestras, pelo Ministério da Cultura, as quais tangenciem a importância da reinserção dos presos na sociedade. Essa medida deve contar com profissionais estatistas, da segurança e da economia, objetivando persuadir parte da sociedade e transmitir a compreensão de que um presídio não pode ser um instrumento de punição e repressão. Com essas ações, o Brasil entrará no rumo não só da ""Pátria Educadora"", mas também da ""Pátria Reeducadora"".']",840,160,200,160,160,160
46,Privatização do saneamento básico,"['O analfabetismo entre jovens e adultos vem sendo reduzido no Brasil, de acordo com dados da Pesquisa Nacional por Amostra em Domicílio (PNAD) – que passou de 11,5% em 2004 para 8,7% em 2012. Apesar da redução do analfabetismo entre essa camada da sociedade, segundo o Instituto Pró-Livro, 50% da população brasileira não leem livros por não conseguirem compreender seu conteúdo, embora estes sejam tecnicamente alfabetizados. É preciso mudar este contexto no país; esse cenário desafiador demanda esforços mais eficientes por parte do Poder Público, da família e das instituições formadoras de opinião\xa0 a fim de garantir uma melhor qualidade no ensino do letramento.', 'A pior forma de desigualdade é fazer duas coisas diferentes parecerem a mesma, famosa citação do filósofo grego Aristóteles. Nesse sentido, no cenário brasileiro a privatização e a democratização do saneamento basico são duas realidades distintas, sendo a privatização uma possível problemática para a população de baixa renda. A falta de cuidado no que tange a saúde pública e o fornecimento de água potável, acarretarão em uma desproporção na qualidade vital desta parcela de cidadãos.', 'Em primeiro plano é importante ressaltar a origem da consolidação do saneamento básico no Brasil, foi na segunda metade do século XIX, por conta da coroa portuguesa. Aos poucos foi-se percebendo a necessidade de ofertar serviços de insalubridade. Atualmente, o saneamento básico é um direito garantido pela Constituição de 1988, logo seria praticamente impossível atender ao povo por completo e de maneira igualitária se fosse privatizado, visto que as empresas privadas procurarão o lucro e não estarão interessadas na saúde.', 'Outro ponto relevante a destacar seria que nos dias de hoje cerca de 57 milhões de brasileiros não possuem residência com acesso a rede de esgoto e 24 milhões não têm água encanada, segundo a Pesquisa Nacional por Amostra de Domicílio (PNAD). Frente a isso, no país faz-se necessário a universalização ao saneamento básico, e não a privatização.', 'Fica clara,\xa0portanto, a necessidade do Estado de fazer investimentos por meio do Ministério da Saúde a fim de que possa ser assegurado abranger a todos o saneamento básico. Ademais, cabe a todos brasileiros espalharem a importância da não privatização do saneamento básico, mediante a rodas de conversa, palestras e etc. A partir destas ações, é de se esperar que a desigualdade, citada anteriormente por Aristóteles, no que se refere ao saneamento, não aconteça, e as pessoas possam usufruir do mesmo direito igualmente.']",800,160,160,120,200,160
45,As bases da sociedade brasileira,"['Segundo Aristóteles, política é uma ciência que visa a felicidade individual e coletiva do ser humano. Com base nesse pensamento podemos afirmar que o objetivo da administração governamental é fazer o bem à população, cumprindo seus deveres perante a sociedade, além de não adulterar leis.', 'Liberdade, igualdade e fraternidade lema da Revolução Francesa e base dos direitos humanos de uma sociedade democrática . Desse modo a Constituição brasileira se alicerça em tais fundamentos e busca garantir a todos os cidadãos igualdade perante a lei, no entanto, o que vem prevalecendo em meio a sociedade é o abuso de autoridade cometido por pessoas que se julgam superiores as outras.', 'Segundo John Locke é dever do Estado fornecer à população de maneira democrática os mesmos direitos , sendo assim, fatores externos como a renda não podem vir a interferir . Todavia, a sociedade brasileira foi construída a partir de um processo de colonização baseado no poder econômico de cada integrante e na escravidão sendo, dessa forma, estabelecida uma estrutura hierárquica.', 'Da colonização à república observa-se uma alteração na forma de governo, mas não na estrutura hierarquizada da sociedade. Dessa maneira, ainda hoje pessoas bem estabelecidas e que possuem algum cargo de prestígio se julgam melhores do que outras e colocam-se acima da lei . Fato esse que pode ser representado pela conduta do desembargador Eduardo Almeida Prado Rocha de Siqueira que foi flagrado, em julho desse ano, mal tratando um guarda civil que estava apenas cumprindo seu dever.', 'Percebe-se que o abuso de poder é um mal que afeta a sociedade brasileira a tempos. Dessa forma medidas devem ser tomadas para que a Constituição ederal não seja ferida. Portanto, para que todos os cidadãos sejam tratados de forma igual perante a lei e para que ações como a do desembargador citado sejam devidamente julgadas é necessário que a Legislação seja reestruturada para que as leis punam a todos independentemente do cargo que a pessoa possui no Estado.']",680,160,160,120,120,120
46,Os dois lados da privatização.,"['A prática de esportes é uma atividade essencial ao ser humano e está ao alcance de todos. O esporte traz diversos benefícios à saúde física e mental das pessoas, além de contribuir para a socialização e integração de diferentes povos e nações. Contudo, com o advento de tecnologias, a sociedade pode se tornar sedentária e menos ativa em relação a realização de atividades físicas.', 'O conceito de entropia,na Física, mensura o grau de desordem em um sistema termodinâmico. No entanto,fora das ciências da natureza,no que concerne a privatização do saneamento básico, percebe-se a configuração de um problema entrpico em virtude ao caos presente na questão. Com efeito, evidencia-se a necessidade da análise de pontos positivos e negativos no que tange a problemática privatização do saneamento básico no Brasil.', 'Mormente, privatização é um processo de concessão ou venda de empresas estatais produtoras de bens ou de serviços. No caso de desestatização do saneamento básico, que iria consistir na melhora da qualidade do abastecimento de água e tratamento de esgoto sanitário para parte da população, que em pleno século XXI ainda vive sem esse direito básico-cerca de 17% da população- outorgado na onstituição ederal brasileira, ão só a melhora na qualidade de vida de muitos cidadãos como também iria movimentar a economia, com um maior controle de qualidade na prestação de serviços e parcerias público-privadas . Desse modo deve ser analisado a privatização como um ponto positivo para o país a fim de contornar a situação atual do problema do saneamento básico no Brasil.', 'Sob outro ângulo, a desestatização do saneamento básico pode ser um ponto negativo no que concerne a universalização desse direito. De acordo com o Instituto Transnacional, 36 países reestatizaram\xa0 seus serviços de tratamento de água por conta de entraves na relação público-privada como quebra ou não renovação de serviços, além de problemas na transparência e no monitoramento, consequentemente aumentando as tarifas e deixando muitas comunidades sem água e tratamento, como ocorre na cidade de Manaus no Amazonas, com a privatização apenas 12,2% do esgoto na cidade é tratado. Portanto a desestatização pode ser um atraso na melhoria do índice de desenvolvimento da população brasileira.', 'Em suma, faz-se necessárias medidas exequíveis que resolvam a problemática atual. O Governo Federal deve investir em pesquisas e fiscalizações em áreas com precariedade básica no saneamento com intuito de desenvolver um projeto que atenda esses lugares e melhore as condições de vida. O Ministério da Saúde deve manter a fiscalização assídua nesses locais,por meios de agentes da saúde, a fim de manter a organização sanitária. Desse modo a entropia não se conceituará ao cenário brasileiro.']",880,160,200,160,200,160
85,Participação popular na política,"['A questão do saneamento básico é um dos maiores problemas que sucede no Brasil. Diversas obras cinematográficas mostram claramente esse situação, como no filme “Saneamento Básico” que retrata a história de uma comunidade que batalha para conquistar o direito ao tratamento de esgoto e melhores condições de vida. Apesar de se tratar de uma ficção, sabemos que infelizmente essa situação ainda faz parte da realidade de uma grande parcela de brasileiros, principalmente quando se refere a camada social mais desfavorecida que inclui residentes de áreas mais afastadas e que não possui a mesma atenção e investimento por parte do Estado. Diante disso, temse discutido a possível privatização do saneamento básico.', 'Os chamados projetos de iniciativa popular são projetos de lei que podem ser apresentados ao Congresso pela população, desde que haja um porcento do eleitorado nacional em assinaturas favoráveis. Esse instrumento foi instituido pela constituição\xa0 de 1988, mas foi pouco usado: apenas 4 projetos foram aprovados dessa maneira. Isso certamente é um meio muito útil para melhorar o funcionamento da máquina estatal.', 'Sem dúvida seria muito interessante a criação de um projeto de lei que sirva para reduzir e direcionar gastos do estado por meio da criação de um plano de prioridade para obras estatais. Nesse sistema obras relativas a saúde e educação seriam prioridade, apenas após atingir-se uma certa ""nota"" nessas categorias seria permitido investir em outras categorias, de modo a priorizar o desenvolvimento humano a outros investimentos menos importantes.', 'Essa divisão em categorias pode ser baseada no IDH (índice de desenvolvimento humano) visando aumentá-lo ao máximo. Isso pode ser feito estipulando prioridade aos fatores que mais interferem no resultado do índice, assim, seria possível conciliar o bem estar da população com o desenvolvimento das cidades em que se aplique o sistema.', 'Por tudo isso, é possivel a própria população civil implantar mecanismos para seu bem estar e aplicação adequada do dinheiro proveniente de seus tributos. Para isso, podem-se formar grupos de pessoas comuns e advogados empenhados em desenvolver tais projetos, assim a democracia iria alem da representatividade até a ação direta da população.']",880,160,200,160,160,200
56,O sistema carcerário no Brasil,"['Quando se aborda o tema competição, é natural de se pensar que isto consiste em pessoas comparando suas habilidades, sejam físicas ou intelectuais, para decidir quem terá o melhor desempenho. De fato em um sentido literal, sem considerar outros fatores, essa seria a definição. Entretanto pensando de forma igualitária, existem regras e algumas medidas aplicadas ao esporte principalmente, onde os profissionais devem seguir essas exigências, mas nem todo regulamento consegue ser verdadeiramente inclusivo.', 'Na primeira metade do século XVI iniciou-se a escravidão negra no Brasil. Arrancados de suas terras, os negros eram trazidos por navios negreiros superlotados em condições insalúbres e desumanas. De maneira equiparativa, é perceptível no cenário brasileiro essas mesmas circunstâncias inseridas na realidade do sistema prisional, o qual encontra-se em condições deploráveis e cada vez mais aborratado . Nesse sentido, é fundamental analisar como reverter a situação das cadeias no Brasil.', 'Em primeiro lugar, de acordo com a organização não-governamental Human Rights Watch, a estimativa de presos no Brasil no final de 2018 passava de 840 mil, contudo o sistema carcerário nacional possui capacidade para abrigar metade do número atual de detentos. Por conseguinte, esses fatores geram uma superlotação dentro dos presídios, tornando as condições de vida dos detidos cada vez mais precárias, com selas sujas, má alimentação e problemas de saúde. Tais condições também incitam ainda mais a violência já existente, a formação de rebeliões, articulação do crime organizado, tráfico de drogas e até mesmo prostituição.', 'Em segunda lugar, por se tratarem\xa0 de criminosos há um descaso social por parte do Poder Público e da sociedade com os mesmos . O Estado falha em garantir a integridade dos presos, não investe na manutenção dos estabelecimentos criminais e em projetos de ressocialização e capacitação profissional\xa0 e possui também um sistema de segurança falho. Além disso, a longa espera pelos julgamentos e a ineficiente assistência jurídica corroboram para o agravamento do problema.', 'Portanto, medidas são necessárias para resolver o impasse. O sistema jurídico deve reajustar as leis para penas de pequenos traficantes, reavaliar a aplicação de penas alternativas para prisões de longa duração e revisar possíveis casos de condenações para regime aberto ou semiaberto. O governo deve reforçar o sistema de segurança dentro das penitenciárias com policiais bem capacitados, reorganizar o número de reclusos por cela baseados em seus antecedentes criminais, promover manutenção do local periodicamente e dar assitência médica e melhor alimentação aos encarcerados. Faz-se necessário uma parceria do governo com entidades civis como a Apac (Associação de Proteção e Amparo aos condenados), a fim de promover projetos de inclusão social, atividades educacionais, qualificação profissional e maior contato familiar dos detentos com suas famílias.']",800,160,160,160,160,160
69,Uso contínuo de agrotóxicos,"['Homens e mulheres que contêm alterações nos cromossomos, hormônios sexuais como a testosterona, ou até mesmo mudanças relacionadas a características externas são considerados intersexuais, ou seja, apresentam diferenças no desenvolvimento sexual em relação aos demais indivíduos. Determinadas ocupações profissionais, como o caso do esporte, apresentam restrições quanto aos intersexuais, afetando principalmente as atletas do gênero feminino que produzem uma quantidade ultrapassada de testosterona do que o permitido pela Federação Internacional de Atletismo. Entretanto, essas restrições mantidas pela agência refletem um preconceito de gênero enraizado na sociedade, visto que os atletas masculinos, presentes deste mesmo caso, são julgados de maneira diferente.', 'No Brasil, a população consome o equivalente a 7 litros de agrotóxicos por pessoa ao ano. No estado do Paraná, o índice é ainda maior: chega a 8,7 litros de agrotóxicos por pessoa ao ano.', 'O Brasil é o sexto país no ranking mundial de importação de agrotóxicos para destinação nas lavouras e o segundo país que mais exporta esses produtos. Para manter tal produção, este setor utiliza intensivamente sementes transgênicas e insumos químicos, como fertilizantes e agrotóxicos. De acordo com a ANVISA (Agência Nacional de Vigilância Sanitária )\xa0 o último relatório realizado em outubro de 2015, aponta que a presença de agrotóxicos em frutas, legumes e verduras apresenta resultados insatisfatórios em 36% das amostras realizadas e analisadas.', 'O uso contínuo de agrotóxicos acaba com a fertilidade do solo e cria um ciclo negativo: plantas cada vez mais doentes, ""pragas"" cada vez mais resistentes, solo cada vez mais pobre e a necessidade cada vez maior de adubos químicos e agrotóxicos. Mesmo com a alta quantidade de agrotóxicos utilizado no país, o problema da fome ainda não foi solucionado . Ao do que se pensava o uso de agrotóxicos não garante alimento para o mundo.', 'Diante dessa situação, a efetividade das ações de Vigilância em Saúde no Brasil depende de processos e práticas interinstitucionais e participativas que incorporem informações de impactos sociais, ambientais e de saúde relacionados ao processo produtivo agropecuário e à exposição ocupacional, alimentar e populacional aos agrotóxicos. O primeiro passo para transformar essa realidade é reduzir o consumo de agrotóxicos em nosso\xa0 dia a dia, pressionar o governo por mudanças nas políticas públicas pelo banimento dos agrotóxicos e pela implantação de uma Política Nacional de Agroecologia.']",680,160,120,120,120,160
70,Malefício Periódico Social (MPS),"['O SUS ( Sistema Único de Saúde) surgiu juntamente com a Constituição Cidadã de 1988, onde é afirmado que a saúde é inerente todo cidadão e um dever do stado. Todavia, apesar da saúde pública ser de suma importância para a sociedade, ela enfrenta, atualmente, problemas oriundos da pouca quantidade de verbas destinadas ao setor; seja porque democratiza o acesso à saúde, seja porque foi aprovada em 2016 a pec que congela os gastos do Governo por 20 anos, respectivamente.', 'O Movimento Harmônico Simples (MHS) estudado pelas leis newtonianas\xa0consiste na ação de um corpo em sair e voltar para um lugar em certo período, de maneira comparativa, tens que alguns problemas sociais podem sumir e reaparecer assustadoramente . Em exemplo, o retorno do crescimento das DST´s (Doenças exualmente ransmissíveis), o que entre os jovens é bastante evidente na atualidade, algo que era controlado, preocupa a sociedade, a qual permitiu tal situação por meio de um conjunto de ações negligentes.', 'Nesse raciocínio há uma evidente contestação ao pensamento do filósofo alemão Frederich Hegel, o qual defendia uma evolução perptua do homem e da sociedade, percebe-se nesse fator um claro regresso, pois por irresponsabilidade acomodação a maioria dos jovens permitiu se o uso de objetos contaminados, sexo sem camisinha ou ao contato com sangue infectado, tais ações são as principais medidas que possibilitam a adesão de doenças venéreas, estas enfermidades que já haviam sido quase erradicadas por campanhas governamentais, agora retornaram.', 'Seguidamente, temos\xa0\xa0que na base desse processo, muitos adolescentes acreditam que tais malefícios saúde que eclodiram na segunda metade do século XX já não representavam um risco na contemporaneidade, estando eles completamente enganados, unido a essa causa estão as poucas campanhas midiáticas e a apresentação da sexualidade de maneira indevida, pois a grande maioria das famílias cultuam DST´s como um verdadeiro tabu e boa parte das escolas não possuem projetos voltados para a educação sexual.', 'Assim sendo, é perceptível que tal realidade advém de uma neutralidade de instituições sociais quanto à prevenção dessas doenças e o tratamento quanto a sexualidade . Diante disso, é necessário que o Poder Legislativo crie uma lei que inclua aulas de Educação Sexual mensalmente na grade curricular de todas as escolas de Fundamental II e Ensino Médio, de maneira que essas tratem de quebrar o tabu da sexualidade ,\xa0 através da apresentação de informações aos jovens quanto a métodos preservativos e a garantia que eles conheçam os malefícios e indícios das doenças venéreas, atingindo em alguns anos a eliminação dessas do âmbito social para que assim não retornem.']",680,120,160,120,160,120
